n,Raf,IA_T2F,IB_T2F,IC_T2F,IA_TRIF,IB_TRIF,IC_TRIF
1109,1109,9.0250053,8.5880129e-06,9.025001,5.5403162,1.5910143,1.4413511
1110,1110,9.0178088,8.5864946e-06,9.0178046,5.5358363,1.5910151,1.4413557
1111,1111,9.0106237,8.5880011e-06,9.0106195,5.5313643,1.5910159,1.4413602
1112,1112,9.0034501,8.5879952e-06,9.0034459,5.5269,1.5910167,1.4413648
1113,1113,8.9962878,8.5879894e-06,8.9962836,5.5224436,1.5910175,1.4413693
1114,1114,8.9891369,8.5879836e-06,8.9891327,5.5179949,1.5910183,1.4413738
1115,1115,8.9819973,8.5897088e-06,8.9819931,5.513554,1.5910191,1.4413784
1116,1116,8.974869,8.5879719e-06,8.9748648,5.5091208,1.5910199,1.4413829
1117,1117,8.9677519,8.5880895e-06,8.9677477,5.5046952,1.5910207,1.4413874
1118,1118,8.9606461,8.5879604e-06,8.9606419,5.5002774,1.5910215,1.4413919
1119,1119,8.9535515,8.5879546e-06,8.9535473,5.4958673,1.5910223,1.4413964
1120,1120,8.9464681,8.5879489e-06,8.9464639,5.4914648,1.5910231,1.4414008
1121,1121,8.9393958,8.5872738e-06,8.9393916,5.4870699,1.5910239,1.4414053
1122,1122,8.9323347,8.5880735e-06,8.9323305,5.4826826,1.5910247,1.4414098
1123,1123,8.9252847,8.5879317e-06,8.9252804,5.478303,1.5910255,1.4414142
1124,1124,8.9182457,8.587926e-06,8.9182415,5.4739309,1.5910263,1.4414187
1125,1125,8.9112178,8.5879203e-06,8.9112136,5.4695663,1.5910271,1.4414231
1126,1126,8.904201,8.5879146e-06,8.9041967,5.4652093,1.5910279,1.4414276
1127,1127,8.8971951,8.587909e-06,8.8971909,5.4608598,1.5910287,1.441432
1128,1128,8.8902002,8.5880546e-06,8.890196,5.4565178,1.5910295,1.4414364
1129,1129,8.8832163,8.5880515e-06,8.8832121,5.4521833,1.5910303,1.4414408
1130,1130,8.8762433,8.5872502e-06,8.8762391,5.4478563,1.5910311,1.4414453
1131,1131,8.8692812,8.5878865e-06,8.8692769,5.4435366,1.5910319,1.4414497
1132,1132,8.8623299,8.5864482e-06,8.8623257,5.4392245,1.5910326,1.441454
1133,1133,8.8553896,8.5878753e-06,8.8553853,5.4349197,1.5910334,1.4414584
1134,1134,8.84846,8.5880358e-06,8.8484558,5.4306223,1.5910342,1.4414628
1135,1135,8.8415412,8.5872373e-06,8.841537,5.4263322,1.591035,1.4414672
1136,1136,8.8346332,8.5878586e-06,8.834629,5.4220495,1.5910358,1.4414715
1137,1137,8.827736,8.5878531e-06,8.8277318,5.4177742,1.5910366,1.4414759
1138,1138,8.8208495,8.5878476e-06,8.8208452,5.4135061,1.5910374,1.4414802
1139,1139,8.8139737,8.5878421e-06,8.8139694,5.4092454,1.5910382,1.4414846
1140,1140,8.8071085,8.5878366e-06,8.8071043,5.4049919,1.5910389,1.4414889
1141,1141,8.800254,8.5878311e-06,8.8002498,5.4007457,1.5910397,1.4414932
1142,1142,8.7934101,8.5878256e-06,8.7934059,5.3965067,1.5910405,1.4414976
1143,1143,8.7865769,8.5878202e-06,8.7865726,5.392275,1.5910413,1.4415019
1144,1144,8.7797542,8.5872142e-06,8.7797499,5.3880504,1.5910421,1.4415062
1145,1145,8.772942,8.5878093e-06,8.7729378,5.3838331,1.5910429,1.4415105
1146,1146,8.7661404,8.5878039e-06,8.7661362,5.3796229,1.5910436,1.4415148
1147,1147,8.7593493,8.5877985e-06,8.759345,5.3754198,1.5910444,1.441519
1148,1148,8.7525686,8.5877931e-06,8.7525644,5.3712239,1.5910452,1.4415233
1149,1149,8.7457984,8.5877877e-06,8.7457942,5.3670351,1.591046,1.4415276
1150,1150,8.7390387,8.5879867e-06,8.7390344,5.3628535,1.5910468,1.4415318
1151,1151,8.7322893,8.587777e-06,8.7322851,5.3586788,1.5910475,1.4415361
1152,1152,8.7255503,8.5877716e-06,8.7255461,5.3545113,1.5910483,1.4415403
1153,1153,8.7188217,8.5877663e-06,8.7188175,5.3503508,1.5910491,1.4415446
1154,1154,8.7121034,8.587761e-06,8.7120992,5.3461973,1.5910499,1.4415488
1155,1155,8.7053955,8.5871865e-06,8.7053912,5.3420509,1.5910506,1.441553
1156,1156,8.6986978,8.5877504e-06,8.6986935,5.3379114,1.5910514,1.4415573
1157,1157,8.6920103,8.5871815e-06,8.6920061,5.333779,1.5910522,1.4415615
1158,1158,8.6853332,8.5877398e-06,8.6853289,5.3296534,1.591053,1.4415657
1159,1159,8.6786662,8.5871765e-06,8.678662,5.3255349,1.5910537,1.4415699
1160,1160,8.6720094,8.5877293e-06,8.6720052,5.3214232,1.5910545,1.4415741
1161,1161,8.6653628,8.5877241e-06,8.6653586,5.3173185,1.5910553,1.4415782
1162,1162,8.6587264,8.5871691e-06,8.6587221,5.3132207,1.591056,1.4415824
1163,1163,8.6521,8.5879477e-06,8.6520958,5.3091297,1.5910568,1.4415866
1164,1164,8.6454838,8.5871642e-06,8.6454795,5.3050456,1.5910576,1.4415907
1165,1165,8.6388776,8.5877033e-06,8.6388734,5.3009684,1.5910583,1.4415949
1166,1166,8.6322815,8.5876981e-06,8.6322773,5.2968979,1.5910591,1.4415991
1167,1167,8.6256954,8.5876929e-06,8.6256912,5.2928343,1.5910599,1.4416032
1168,1168,8.6191194,8.5871543e-06,8.6191151,5.2887775,1.5910606,1.4416073
1169,1169,8.6125533,8.5863741e-06,8.612549,5.2847274,1.5910614,1.4416115
1170,1170,8.6059972,8.5887048e-06,8.6059929,5.2806842,1.5910622,1.4416156
1171,1171,8.599451,8.5863702e-06,8.5994467,5.2766476,1.5910629,1.4416197
1172,1172,8.5929147,8.5876673e-06,8.5929105,5.2726178,1.5910637,1.4416238
1173,1173,8.5863884,8.5876622e-06,8.5863841,5.2685947,1.5910645,1.4416279
1174,1174,8.5798719,8.5876571e-06,8.5798676,5.2645783,1.5910652,1.441632
1175,1175,8.5733652,8.5863625e-06,8.573361,5.2605686,1.591066,1.4416361
1176,1176,8.5668684,8.5879095e-06,8.5668642,5.2565656,1.5910668,1.4416402
1177,1177,8.5603814,8.5871325e-06,8.5603772,5.2525692,1.5910675,1.4416442
1178,1178,8.5539042,8.5876368e-06,8.5538999,5.2485794,1.5910683,1.4416483
1179,1179,8.5474367,8.5876318e-06,8.5474325,5.2445962,1.591069,1.4416524
1180,1180,8.540979,8.5876268e-06,8.5409748,5.2406197,1.5910698,1.4416564
1181,1181,8.534531,8.5876218e-06,8.5345267,5.2366497,1.5910705,1.4416605
1182,1182,8.5280927,8.5871206e-06,8.5280884,5.2326863,1.5910713,1.4416645
1183,1183,8.5216641,8.5876118e-06,8.5216598,5.2287295,1.5910721,1.4416685
1184,1184,8.5152451,8.5876068e-06,8.5152408,5.2247792,1.5910728,1.4416726
1185,1185,8.5088358,8.5876019e-06,8.5088315,5.2208354,1.5910736,1.4416766
1186,1186,8.502436,8.5875969e-06,8.5024318,5.2168981,1.5910743,1.4416806
1187,1187,8.4960459,8.587592e-06,8.4960416,5.2129673,1.5910751,1.4416846
1188,1188,8.4896653,8.587587e-06,8.489661,5.209043,1.5910758,1.4416886
1189,1189,8.4832942,8.5875821e-06,8.48329,5.2051252,1.5910766,1.4416926
1190,1190,8.4769327,8.5875772e-06,8.4769285,5.2012138,1.5910773,1.4416966
1191,1191,8.4705807,8.5875723e-06,8.4705765,5.1973088,1.5910781,1.4417006
1192,1192,8.4642382,8.5875674e-06,8.4642339,5.1934102,1.5910788,1.4417046
1193,1193,8.4579051,8.5875625e-06,8.4579009,5.1895181,1.5910796,1.4417085
1194,1194,8.4515815,8.5875577e-06,8.4515772,5.1856323,1.5910803,1.4417125
1195,1195,8.4452673,8.5870898e-06,8.445263,5.1817529,1.5910811,1.4417164
1196,1196,8.4389625,8.5870875e-06,8.4389582,5.1778798,1.5910818,1.4417204
1197,1197,8.432667,8.5875431e-06,8.4326628,5.1740131,1.5910826,1.4417243
1198,1198,8.426381,8.5875383e-06,8.4263767,5.1701527,1.5910833,1.4417283
1199,1199,8.4201042,8.5875335e-06,8.4201,5.1662986,1.5910841,1.4417322
1200,1200,8.4138368,8.5875287e-06,8.4138325,5.1624509,1.5910848,1.4417361
1201,1201,8.4075787,8.5875239e-06,8.4075744,5.1586094,1.5910856,1.4417401
1202,1202,8.4013298,8.5870735e-06,8.4013255,5.1547741,1.5910863,1.441744
1203,1203,8.3950902,8.5875144e-06,8.3950859,5.1509451,1.5910871,1.4417479
1204,1204,8.3888598,8.5875096e-06,8.3888555,5.1471224,1.5910878,1.4417518
1205,1205,8.3826386,8.5875048e-06,8.3826344,5.1433058,1.5910885,1.4417557
1206,1206,8.3764266,8.5863046e-06,8.3764224,5.1394955,1.5910893,1.4417595
1207,1207,8.3702238,8.5874954e-06,8.3702196,5.1356914,1.59109,1.4417634
1208,1208,8.3640302,8.5870597e-06,8.3640259,5.1318934,1.5910908,1.4417673
1209,1209,8.3578457,8.5862992e-06,8.3578414,5.1281016,1.5910915,1.4417712
1210,1210,8.3516702,8.5874812e-06,8.351666,5.124316,1.5910922,1.441775
1211,1211,8.3455039,8.5874765e-06,8.3454996,5.1205364,1.591093,1.4417789
1212,1212,8.3393467,8.5870506e-06,8.3393424,5.1167631,1.5910937,1.4417827
1213,1213,8.3331985,8.5870483e-06,8.3331942,5.1129958,1.5910945,1.4417866
1214,1214,8.3270593,8.5874625e-06,8.327055,5.1092346,1.5910952,1.4417904
1215,1215,8.3209291,8.5862884e-06,8.3209248,5.1054794,1.5910959,1.4417943
1216,1216,8.3148079,8.5874533e-06,8.3148037,5.1017304,1.5910967,1.4417981
1217,1217,8.3086957,8.5874486e-06,8.3086915,5.0979874,1.5910974,1.4418019
1218,1218,8.3025925,8.586283e-06,8.3025882,5.0942504,1.5910981,1.4418057
1219,1219,8.2964982,8.5874394e-06,8.2964939,5.0905194,1.5910989,1.4418095
1220,1220,8.2904128,8.5874348e-06,8.2904085,5.0867945,1.5910996,1.4418133
1221,1221,8.2843363,8.5874302e-06,8.284332,5.0830755,1.5911003,1.4418171
1222,1222,8.2782686,8.5874256e-06,8.2782643,5.0793625,1.5911011,1.4418209
1223,1223,8.2722098,8.5870258e-06,8.2722056,5.0756555,1.5911018,1.4418247
1224,1224,8.2661599,8.5874165e-06,8.2661556,5.0719545,1.5911025,1.4418285
1225,1225,8.2601187,8.5874119e-06,8.2601145,5.0682593,1.5911032,1.4418322
1226,1226,8.2540864,8.5874074e-06,8.2540821,5.0645701,1.591104,1.441836
1227,1227,8.2480628,8.5874029e-06,8.2480586,5.0608868,1.5911047,1.4418398
1228,1228,8.242048,8.5873984e-06,8.2420438,5.0572094,1.5911054,1.4418435
1229,1229,8.236042,8.5873938e-06,8.2360377,5.0535379,1.5911062,1.4418473
1230,1230,8.2300446,8.5873893e-06,8.2300404,5.0498723,1.5911069,1.441851
1231,1231,8.224056,8.5870079e-06,8.2240517,5.0462125,1.5911076,1.4418547
1232,1232,8.218076,8.5873804e-06,8.2180718,5.0425585,1.5911083,1.4418585
1233,1233,8.2121047,8.588498e-06,8.2121005,5.0389104,1.5911091,1.4418622
1234,1234,8.2061421,8.5873714e-06,8.2061378,5.0352681,1.5911098,1.4418659
1235,1235,8.2001881,8.587367e-06,8.2001838,5.0316316,1.5911105,1.4418696
1236,1236,8.1942426,8.586997e-06,8.1942384,5.0280009,1.5911112,1.4418733
1237,1237,8.1883058,8.5877401e-06,8.1883015,5.0243759,1.591112,1.441877
1238,1238,8.1823776,8.5869925e-06,8.1823733,5.0207567,1.5911127,1.4418807
1239,1239,8.1764578,8.5873493e-06,8.1764536,5.0171433,1.5911134,1.4418844
1240,1240,8.1705467,8.5873448e-06,8.1705424,5.0135356,1.5911141,1.4418881
1241,1241,8.164644,8.5873404e-06,8.1646397,5.0099336,1.5911148,1.4418918
1242,1242,8.1587499,8.5877268e-06,8.1587456,5.0063374,1.5911156,1.4418955
1243,1243,8.1528642,8.5862393e-06,8.1528599,5.0027468,1.5911163,1.4418991
1244,1244,8.1469869,8.5877215e-06,8.1469827,4.9991619,1.591117,1.4419028
1245,1245,8.1411182,8.5869774e-06,8.1411139,4.9955827,1.5911177,1.4419064
1246,1246,8.1352578,8.5877163e-06,8.1352535,4.9920091,1.5911184,1.4419101
1247,1247,8.1294059,8.5873143e-06,8.1294016,4.9884412,1.5911191,1.4419137
1248,1248,8.1235623,8.5873099e-06,8.123558,4.984879,1.5911199,1.4419174
1249,1249,8.1177271,8.5862291e-06,8.1177228,4.9813223,1.5911206,1.441921
1250,1250,8.1119003,8.5873013e-06,8.111896,4.9777712,1.5911213,1.4419246
1251,1251,8.1060818,8.587297e-06,8.1060775,4.9742258,1.591122,1.4419282
1252,1252,8.1002716,8.5872927e-06,8.1002673,4.9706859,1.5911227,1.4419319
1253,1253,8.0944697,8.5872884e-06,8.0944654,4.9671516,1.5911234,1.4419355
1254,1254,8.0886761,8.5872841e-06,8.0886718,4.9636228,1.5911241,1.4419391
1255,1255,8.0828907,8.5872798e-06,8.0828864,4.9600996,1.5911248,1.4419427
1256,1256,8.0771136,8.5884271e-06,8.0771093,4.9565819,1.5911255,1.4419463
1257,1257,8.0713447,8.5869516e-06,8.0713404,4.9530698,1.5911263,1.4419499
1258,1258,8.0655841,8.5872671e-06,8.0655798,4.9495631,1.591127,1.4419534
1259,1259,8.0598316,8.5872629e-06,8.0598273,4.9460619,1.5911277,1.441957
1260,1260,8.0540873,8.5872586e-06,8.054083,4.9425662,1.5911284,1.4419606
1261,1261,8.0483512,8.5872544e-06,8.0483469,4.939076,1.5911291,1.4419642
1262,1262,8.0426232,8.5869411e-06,8.0426189,4.9355913,1.5911298,1.4419677
1263,1263,8.0369033,8.5876724e-06,8.036899,4.9321119,1.5911305,1.4419713
1264,1264,8.0311915,8.586204e-06,8.0311872,4.9286381,1.5911312,1.4419748
1265,1265,8.0254878,8.5872376e-06,8.0254835,4.9251696,1.5911319,1.4419784
1266,1266,8.0197922,8.5872335e-06,8.0197879,4.9217065,1.5911326,1.4419819
1267,1267,8.0141047,8.5872293e-06,8.0141004,4.9182489,1.5911333,1.4419854
1268,1268,8.0084252,8.5872251e-06,8.0084209,4.9147966,1.591134,1.441989
1269,1269,8.0027537,8.5876571e-06,8.0027494,4.9113497,1.5911347,1.4419925
1270,1270,7.9970902,8.5861941e-06,7.9970859,4.9079081,1.5911354,1.441996
1271,1271,7.9914347,8.5872127e-06,7.9914304,4.9044719,1.5911361,1.4419995
1272,1272,7.9857872,8.5872086e-06,7.9857829,4.9010411,1.5911368,1.442003
1273,1273,7.9801476,8.5872045e-06,7.9801433,4.8976155,1.5911375,1.4420065
1274,1274,7.9745159,8.5872004e-06,7.9745117,4.8941953,1.5911382,1.44201
1275,1275,7.9688922,8.5869139e-06,7.9688879,4.8907803,1.5911389,1.4420135
1276,1276,7.9632764,8.5869118e-06,7.9632721,4.8873707,1.5911396,1.442017
1277,1277,7.9576685,8.5871881e-06,7.9576642,4.8839663,1.5911403,1.4420205
1278,1278,7.9520684,8.5871841e-06,7.9520641,4.8805672,1.591141,1.442024
1279,1279,7.9464762,8.58718e-06,7.9464719,4.8771734,1.5911417,1.4420274
1280,1280,7.9408919,8.5861779e-06,7.9408876,4.8737847,1.5911424,1.4420309
1281,1281,7.9353153,8.5871719e-06,7.935311,4.8704014,1.5911431,1.4420343
1282,1282,7.9297466,8.5868995e-06,7.9297423,4.8670232,1.5911438,1.4420378
1283,1283,7.9241856,8.5876221e-06,7.9241813,4.8636502,1.5911445,1.4420412
1284,1284,7.9186324,8.5871598e-06,7.9186281,4.8602825,1.5911452,1.4420447
1285,1285,7.913087,8.5871558e-06,7.9130827,4.8569199,1.5911459,1.4420481
1286,1286,7.9075493,8.5871518e-06,7.907545,4.8535625,1.5911466,1.4420516
1287,1287,7.9020194,8.5871478e-06,7.9020151,4.8502102,1.5911472,1.442055
1288,1288,7.8964971,8.5871438e-06,7.8964928,4.8468631,1.5911479,1.4420584
1289,1289,7.8909825,8.5883294e-06,7.8909782,4.8435211,1.5911486,1.4420618
1290,1290,7.8854756,8.5890484e-06,7.8854713,4.8401843,1.5911493,1.4420652
1291,1291,7.8799764,8.5883236e-06,7.8799721,4.8368526,1.59115,1.4420686
1292,1292,7.8744848,8.5871279e-06,7.8744805,4.8335259,1.5911507,1.4420721
1293,1293,7.8690009,8.587124e-06,7.8689966,4.8302044,1.5911514,1.4420754
1294,1294,7.8635245,8.5871201e-06,7.8635202,4.826888,1.5911521,1.4420788
1295,1295,7.8580558,8.5871161e-06,7.8580515,4.8235766,1.5911528,1.4420822
1296,1296,7.8525946,8.5871122e-06,7.8525903,4.8202703,1.5911534,1.4420856
1297,1297,7.847141,8.5871083e-06,7.8471367,4.816969,1.5911541,1.442089
1298,1298,7.8416949,8.5871044e-06,7.8416906,4.8136728,1.5911548,1.4420924
1299,1299,7.8362564,8.5871005e-06,7.8362521,4.8103815,1.5911555,1.4420957
1300,1300,7.8308254,8.5870966e-06,7.8308211,4.8070954,1.5911562,1.4420991
1301,1301,7.8254019,8.5870927e-06,7.8253976,4.8038142,1.5911569,1.4421024
1302,1302,7.8199859,8.5868592e-06,7.8199816,4.800538,1.5911575,1.4421058
1303,1303,7.8145773,8.587085e-06,7.814573,4.7972667,1.5911582,1.4421091
1304,1304,7.8091762,8.5870811e-06,7.8091719,4.7940005,1.5911589,1.4421125
1305,1305,7.8037826,8.5882836e-06,7.8037783,4.7907392,1.5911596,1.4421158
1306,1306,7.7983964,8.5870734e-06,7.7983921,4.7874829,1.5911603,1.4421192
1307,1307,7.7930175,8.5870696e-06,7.7930132,4.7842315,1.5911609,1.4421225
1308,1308,7.7876461,8.5870657e-06,7.7876418,4.780985,1.5911616,1.4421258
1309,1309,7.7822821,8.5870619e-06,7.7822778,4.7777434,1.5911623,1.4421291
1310,1310,7.7769254,8.5870581e-06,7.7769211,4.7745068,1.591163,1.4421324
1311,1311,7.7715761,8.5870543e-06,7.7715718,4.771275,1.5911636,1.4421357
1312,1312,7.7662341,8.5868395e-06,7.7662298,4.7680482,1.5911643,1.442139
1313,1313,7.7608994,8.5870467e-06,7.7608951,4.7648262,1.591165,1.4421423
1314,1314,7.755572,8.5870429e-06,7.7555677,4.761609,1.5911657,1.4421456
1315,1315,7.7502519,8.5870392e-06,7.7502476,4.7583968,1.5911663,1.4421489
1316,1316,7.7449391,8.5868317e-06,7.7449348,4.7551893,1.591167,1.4421522
1317,1317,7.7396336,8.58612e-06,7.7396293,4.7519867,1.5911677,1.4421555
1318,1318,7.7343353,8.5868278e-06,7.734331,4.748789,1.5911684,1.4421588
1319,1319,7.7290442,8.5854081e-06,7.7290399,4.745596,1.591169,1.442162
1320,1320,7.7237603,8.5861154e-06,7.723756,4.7424078,1.5911697,1.4421653
1321,1321,7.7184837,8.5870167e-06,7.7184793,4.7392244,1.5911704,1.4421685
1322,1322,7.7132142,8.5870129e-06,7.7132099,4.7360458,1.591171,1.4421718
1323,1323,7.7079519,8.5854037e-06,7.7079476,4.732872,1.5911717,1.442175
1324,1324,7.7026967,8.5854027e-06,7.7026924,4.729703,1.5911724,1.4421783
1325,1325,7.6974487,8.5875209e-06,7.6974444,4.7265386,1.591173,1.4421815
1326,1326,7.6922078,8.5868124e-06,7.6922035,4.7233791,1.5911737,1.4421848
1327,1327,7.6869741,8.5869944e-06,7.6869698,4.7202242,1.5911744,1.442188
1328,1328,7.6817474,8.5869908e-06,7.6817431,4.7170741,1.591175,1.4421912
1329,1329,7.6765278,8.5868066e-06,7.6765235,4.7139287,1.5911757,1.4421944
1330,1330,7.6713153,8.5861004e-06,7.671311,4.7107879,1.5911764,1.4421977
1331,1331,7.6661098,8.5868028e-06,7.6661055,4.7076519,1.591177,1.4422009
1332,1332,7.6609114,8.5860974e-06,7.6609071,4.7045206,1.5911777,1.4422041
1333,1333,7.65572,8.5869725e-06,7.6557157,4.7013939,1.5911784,1.4422073
1334,1334,7.6505356,8.5869688e-06,7.6505313,4.6982719,1.591179,1.4422105
1335,1335,7.6453583,8.5869652e-06,7.6453539,4.6951545,1.5911797,1.4422137
1336,1336,7.6401879,8.5867933e-06,7.6401835,4.6920417,1.5911804,1.4422169
1337,1337,7.6350244,8.5867914e-06,7.6350201,4.6889336,1.591181,1.44222
1338,1338,7.629868,8.5869544e-06,7.6298636,4.6858301,1.5911817,1.4422232
1339,1339,7.6247184,8.5869508e-06,7.6247141,4.6827313,1.5911823,1.4422264
1340,1340,7.6195758,8.5869472e-06,7.6195715,4.679637,1.591183,1.4422296
1341,1341,7.6144401,8.5869436e-06,7.6144358,4.6765473,1.5911836,1.4422327
1342,1342,7.6093113,8.58694e-06,7.609307,4.6734622,1.5911843,1.4422359
1343,1343,7.6041894,8.5853823e-06,7.6041851,4.6703816,1.591185,1.4422391
1344,1344,7.5990744,8.5869329e-06,7.5990701,4.6673057,1.5911856,1.4422422
1345,1345,7.5939662,8.5867764e-06,7.5939619,4.6642342,1.5911863,1.4422454
1346,1346,7.5888649,8.5869258e-06,7.5888606,4.6611673,1.5911869,1.4422485
1347,1347,7.5837704,8.5869223e-06,7.5837661,4.658105,1.5911876,1.4422516
1348,1348,7.5786828,8.5869187e-06,7.5786784,4.6550472,1.5911882,1.4422548
1349,1349,7.5736019,8.585376e-06,7.5735976,4.6519938,1.5911889,1.4422579
1350,1350,7.5685278,8.5867672e-06,7.5685235,4.648945,1.5911895,1.442261
1351,1351,7.5634605,8.5869081e-06,7.5634562,4.6459007,1.5911902,1.4422641
1352,1352,7.5583999,8.5869046e-06,7.5583956,4.6428608,1.5911909,1.4422673
1353,1353,7.5533462,8.5869011e-06,7.5533418,4.6398255,1.5911915,1.4422704
1354,1354,7.5482991,8.5868976e-06,7.5482948,4.6367946,1.5911922,1.4422735
1355,1355,7.5432588,8.5868942e-06,7.5432544,4.6337681,1.5911928,1.4422766
1356,1356,7.5382251,8.5860623e-06,7.5382208,4.6307461,1.5911935,1.4422797
1357,1357,7.5331982,8.5860609e-06,7.5331939,4.6277286,1.5911941,1.4422828
1358,1358,7.528178,8.5868837e-06,7.5281736,4.6247154,1.5911948,1.4422859
1359,1359,7.5231644,8.5868803e-06,7.5231601,4.6217067,1.5911954,1.4422889
1360,1360,7.5181575,8.5868768e-06,7.5181532,4.6187024,1.591196,1.442292
1361,1361,7.5131572,8.5868734e-06,7.5131529,4.6157025,1.5911967,1.4422951
1362,1362,7.5081636,8.5868699e-06,7.5081592,4.612707,1.5911973,1.4422982
1363,1363,7.5031765,8.5860523e-06,7.5031722,4.6097159,1.591198,1.4423012
1364,1364,7.4981961,8.5867415e-06,7.4981918,4.6067291,1.5911986,1.4423043
1365,1365,7.4932223,8.5867396e-06,7.4932179,4.6037467,1.5911993,1.4423074
1366,1366,7.488255,8.5868562e-06,7.4882507,4.6007687,1.5911999,1.4423104
1367,1367,7.4832943,8.5860467e-06,7.48329,4.597795,1.5912006,1.4423135
1368,1368,7.4783402,8.5868494e-06,7.4783359,4.5948256,1.5912012,1.4423165
1369,1369,7.4733926,8.5860438e-06,7.4733883,4.5918605,1.5912018,1.4423195
1370,1370,7.4684515,8.5867306e-06,7.4684472,4.5888998,1.5912025,1.4423226
1371,1371,7.463517,8.5868393e-06,7.4635126,4.5859434,1.5912031,1.4423256
1372,1372,7.4585889,8.5868359e-06,7.4585846,4.5829913,1.5912038,1.4423286
1373,1373,7.4536673,8.5868325e-06,7.453663,4.5800435,1.5912044,1.4423317
1374,1374,7.4487522,8.5868292e-06,7.4487479,4.5770999,1.591205,1.4423347
1375,1375,7.4438436,8.5868258e-06,7.4438392,4.5741607,1.5912057,1.4423377
1376,1376,7.4389414,8.5868225e-06,7.438937,4.5712257,1.5912063,1.4423407
1377,1377,7.4340456,8.5868191e-06,7.4340413,4.5682949,1.591207,1.4423437
1378,1378,7.4291563,8.5868158e-06,7.429152,4.5653684,1.5912076,1.4423467
1379,1379,7.4242734,8.5868125e-06,7.424269,4.5624462,1.5912082,1.4423497
1380,1380,7.4193969,8.5868091e-06,7.4193925,4.5595281,1.5912089,1.4423527
1381,1381,7.4145267,8.5868058e-06,7.4145224,4.5566143,1.5912095,1.4423557
1382,1382,7.409663,8.5868025e-06,7.4096586,4.5537047,1.5912101,1.4423587
1383,1383,7.4048056,8.5867992e-06,7.4048012,4.5507993,1.5912108,1.4423617
1384,1384,7.3999545,8.5867959e-06,7.3999502,4.5478981,1.5912114,1.4423647
1385,1385,7.3951098,8.5867926e-06,7.3951055,4.5450011,1.591212,1.4423676
1386,1386,7.3902714,8.5867893e-06,7.3902671,4.5421083,1.5912127,1.4423706
1387,1387,7.3854393,8.5867861e-06,7.385435,4.5392196,1.5912133,1.4423736
1388,1388,7.3806136,8.5867828e-06,7.3806092,4.5363351,1.5912139,1.4423765
1389,1389,7.3757941,8.5860161e-06,7.3757897,4.5334547,1.5912146,1.4423795
1390,1390,7.3709808,8.5860147e-06,7.3709765,4.5305785,1.5912152,1.4423824
1391,1391,7.3661739,8.586773e-06,7.3661695,4.5277064,1.5912158,1.4423854
1392,1392,7.3613732,8.5853326e-06,7.3613688,4.5248384,1.5912165,1.4423883
1393,1393,7.3565787,8.5867665e-06,7.3565744,4.5219746,1.5912171,1.4423913
1394,1394,7.3517905,8.5853307e-06,7.3517861,4.5191148,1.5912177,1.4423942
1395,1395,7.3470084,8.5867601e-06,7.3470041,4.5162592,1.5912183,1.4423971
1396,1396,7.3422326,8.5867568e-06,7.3422283,4.5134077,1.591219,1.4424001
1397,1397,7.337463,8.5867536e-06,7.3374586,4.5105602,1.5912196,1.442403
1398,1398,7.3326995,8.5866811e-06,7.3326952,4.5077168,1.5912202,1.4424059
1399,1399,7.3279422,8.5866794e-06,7.3279379,4.5048775,1.5912208,1.4424088
1400,1400,7.3231911,8.586744e-06,7.3231867,4.5020422,1.5912215,1.4424117
1401,1401,7.3184461,8.5867408e-06,7.3184417,4.499211,1.5912221,1.4424146
1402,1402,7.3137072,8.5867376e-06,7.3137029,4.4963839,1.5912227,1.4424175
1403,1403,7.3089745,8.5859971e-06,7.3089701,4.4935607,1.5912233,1.4424204
1404,1404,7.3042478,8.5859958e-06,7.3042435,4.4907416,1.591224,1.4424233
1405,1405,7.2995273,8.586669e-06,7.2995229,4.4879265,1.5912246,1.4424262
1406,1406,7.2948128,8.5859931e-06,7.2948085,4.4851154,1.5912252,1.4424291
1407,1407,7.2901044,8.5867218e-06,7.2901001,4.4823084,1.5912258,1.442432
1408,1408,7.2854021,8.5867187e-06,7.2853977,4.4795053,1.5912264,1.4424349
1409,1409,7.2807058,8.5867155e-06,7.2807015,4.4767062,1.5912271,1.4424378
1410,1410,7.2760156,8.5867124e-06,7.2760112,4.473911,1.5912277,1.4424406
1411,1411,7.2713313,8.5867092e-06,7.271327,4.4711199,1.5912283,1.4424435
1412,1412,7.2666531,8.5867061e-06,7.2666488,4.4683327,1.5912289,1.4424464
1413,1413,7.2619809,8.586703e-06,7.2619766,4.4655494,1.5912295,1.4424492
1414,1414,7.2573147,8.5866999e-06,7.2573103,4.4627701,1.5912302,1.4424521
1415,1415,7.2526544,8.5866968e-06,7.2526501,4.4599948,1.5912308,1.4424549
1416,1416,7.2480002,8.5859799e-06,7.2479958,4.4572233,1.5912314,1.4424578
1417,1417,7.2433519,8.5859786e-06,7.2433475,4.4544558,1.591232,1.4424606
1418,1418,7.2387095,8.5866875e-06,7.2387051,4.4516922,1.5912326,1.4424635
1419,1419,7.234073,8.585976e-06,7.2340687,4.4489325,1.5912332,1.4424663
1420,1420,7.2294425,8.5866813e-06,7.2294382,4.4461767,1.5912338,1.4424691
1421,1421,7.2248179,8.5866782e-06,7.2248136,4.4434248,1.5912345,1.442472
