n,Raf,IA_T2F,IB_T2F,IC_T2F,IA_TRIF,IB_TRIF,IC_TRIF
377,377,21.54652,8.594408e-06,21.54652,14.3145,1.590781,1.432267
378,378,21.50626,8.60029e-06,21.50626,14.28305,1.590777,1.4323
379,379,21.46615,8.59436e-06,21.46614,14.25173,1.590774,1.432334
380,380,21.42618,8.604717e-06,21.42618,14.22055,1.59077,1.432367
381,381,21.38636,8.604643e-06,21.38636,14.1895,1.590766,1.4324
382,382,21.34668,8.604568e-06,21.34668,14.15859,1.590762,1.432433
383,383,21.30715,8.604495e-06,21.30715,14.12781,1.590759,1.432465
384,384,21.26776,8.603067e-06,21.26776,14.09717,1.590755,1.432498
385,385,21.22852,8.604348e-06,21.22851,14.06666,1.590752,1.43253
386,386,21.18941,8.604276e-06,21.18941,14.03628,1.590748,1.432562
387,387,21.15045,8.604204e-06,21.15044,14.00604,1.590745,1.432594
388,388,21.11162,8.604132e-06,21.11162,13.97592,1.590742,1.432626
389,389,21.07294,8.60406e-06,21.07293,13.94593,1.590738,1.432658
390,390,21.03439,8.599953e-06,21.03439,13.91607,1.590735,1.43269
391,391,20.99598,8.605792e-06,20.99598,13.88634,1.590732,1.432721
392,392,20.95771,8.602826e-06,20.95771,13.85673,1.590729,1.432753
393,393,20.91957,8.603778e-06,20.91957,13.82725,1.590725,1.432784
394,394,20.88157,8.603709e-06,20.88157,13.79789,1.590722,1.432815
395,395,20.84371,8.60364e-06,20.84371,13.76866,1.590719,1.432846
396,396,20.80598,8.602708e-06,20.80598,13.73955,1.590716,1.432877
397,397,20.76838,8.599764e-06,20.76838,13.71057,1.590713,1.432908
398,398,20.73092,8.60265e-06,20.73091,13.68171,1.59071,1.432938
399,399,20.69359,8.605536e-06,20.69358,13.65297,1.590708,1.432969
400,400,20.65639,8.603299e-06,20.65638,13.62434,1.590705,1.432999
401,401,20.61932,8.603232e-06,20.61931,13.59584,1.590702,1.433029
402,402,20.58238,8.599632e-06,20.58237,13.56746,1.590699,1.433059
403,403,20.54557,8.605411e-06,20.54556,13.5392,1.590696,1.433089
404,404,20.50889,8.599579e-06,20.50888,13.51105,1.590694,1.433119
405,405,20.47233,8.599553e-06,20.47233,13.48302,1.590691,1.433148
406,406,20.43591,8.602903e-06,20.43591,13.45511,1.590688,1.433178
407,407,20.39961,8.602838e-06,20.39961,13.42731,1.590686,1.433207
408,408,20.36344,8.602773e-06,20.36344,13.39962,1.590683,1.433236
409,409,20.32739,8.602709e-06,20.32739,13.37205,1.590681,1.433266
410,410,20.29147,8.599425e-06,20.29147,13.3446,1.590678,1.433295
411,411,20.25567,8.602581e-06,20.25567,13.31725,1.590676,1.433324
412,412,20.22,8.602518e-06,20.22,13.29002,1.590673,1.433352
413,413,20.18445,8.602455e-06,20.18445,13.2629,1.590671,1.433381
414,414,20.14902,8.602392e-06,20.14902,13.23589,1.590669,1.433409
415,415,20.11372,8.60233e-06,20.11371,13.20899,1.590666,1.433438
416,416,20.07853,8.596413e-06,20.07853,13.1822,1.590664,1.433466
417,417,20.04347,8.604984e-06,20.04346,13.15552,1.590662,1.433494
418,418,20.00852,8.602145e-06,20.00852,13.12894,1.59066,1.433522
419,419,19.9737,8.602084e-06,19.97369,13.10248,1.590658,1.43355
420,420,19.93899,8.602023e-06,19.93899,13.07612,1.590655,1.433578
421,421,19.9044,8.601963e-06,19.9044,13.04986,1.590653,1.433606
422,422,19.86993,8.601903e-06,19.86993,13.02371,1.590651,1.433633
423,423,19.83558,8.604806e-06,19.83558,12.99767,1.590649,1.433661
424,424,19.80134,8.599078e-06,19.80134,12.97173,1.590647,1.433688
425,425,19.76722,8.601724e-06,19.76722,12.94589,1.590645,1.433715
426,426,19.73322,8.601666e-06,19.73321,12.92016,1.590643,1.433742
427,427,19.69932,8.599006e-06,19.69932,12.89453,1.590641,1.433769
428,428,19.66555,8.601549e-06,19.66554,12.869,1.590639,1.433796
429,429,19.63188,8.601491e-06,19.63188,12.84357,1.590638,1.433823
430,430,19.59833,8.601433e-06,19.59833,12.81824,1.590636,1.43385
431,431,19.56489,8.596088e-06,19.56489,12.79301,1.590634,1.433876
432,432,19.53157,8.601318e-06,19.53156,12.76788,1.590632,1.433903
433,433,19.49835,8.601261e-06,19.49835,12.74285,1.59063,1.433929
434,434,19.46525,8.601205e-06,19.46525,12.71792,1.590629,1.433955
435,435,19.43225,8.601149e-06,19.43225,12.69309,1.590627,1.433981
436,436,19.39937,8.601092e-06,19.39937,12.66835,1.590625,1.434007
437,437,19.3666,8.601585e-06,19.36659,12.64371,1.590624,1.434033
438,438,19.33393,8.600981e-06,19.33393,12.61916,1.590622,1.434059
439,439,19.30137,8.593124e-06,19.30137,12.59471,1.59062,1.434085
440,440,19.26892,8.598703e-06,19.26892,12.57036,1.590619,1.43411
441,441,19.23658,8.59868e-06,19.23657,12.5461,1.590617,1.434136
442,442,19.20434,8.600762e-06,19.20434,12.52193,1.590616,1.434161
443,443,19.17221,8.600708e-06,19.1722,12.49786,1.590614,1.434187
444,444,19.14018,8.600654e-06,19.14018,12.47388,1.590613,1.434212
445,445,19.10826,8.601383e-06,19.10826,12.44999,1.590611,1.434237
446,446,19.07645,8.600547e-06,19.07644,12.42619,1.59061,1.434262
447,447,19.04473,8.600494e-06,19.04473,12.40249,1.590609,1.434287
448,448,19.01313,8.600441e-06,19.01312,12.37887,1.590607,1.434312
449,449,18.98162,8.600389e-06,18.98162,12.35535,1.590606,1.434336
450,450,18.95022,8.600336e-06,18.95021,12.33191,1.590605,1.434361
451,451,18.91892,8.600284e-06,18.91891,12.30857,1.590603,1.434385
452,452,18.88772,8.603989e-06,18.88771,12.28531,1.590602,1.43441
453,453,18.85662,8.601185e-06,18.85661,12.26214,1.590601,1.434434
454,454,18.82562,8.60013e-06,18.82562,12.23906,1.5906,1.434458
455,455,18.79472,8.600079e-06,18.79472,12.21606,1.590599,1.434482
456,456,18.76392,8.600028e-06,18.76392,12.19315,1.590597,1.434506
457,457,18.73322,8.599977e-06,18.73322,12.17033,1.590596,1.43453
458,458,18.70262,8.599927e-06,18.70262,12.14759,1.590595,1.434554
459,459,18.67212,8.599877e-06,18.67212,12.12494,1.590594,1.434578
460,460,18.64172,8.599827e-06,18.64171,12.10237,1.590593,1.434602
461,461,18.61141,8.599777e-06,18.61141,12.07989,1.590592,1.434625
462,462,18.5812,8.599728e-06,18.58119,12.05749,1.590591,1.434649
463,463,18.55108,8.600945e-06,18.55108,12.03518,1.59059,1.434672
464,464,18.52107,8.603671e-06,18.52106,12.01295,1.590589,1.434695
465,465,18.49114,8.599581e-06,18.49114,11.9908,1.590588,1.434718
466,466,18.46131,8.598134e-06,18.46131,11.96873,1.590587,1.434742
467,467,18.43158,8.598114e-06,18.43158,11.94674,1.590586,1.434765
468,468,18.40194,8.599437e-06,18.40194,11.92483,1.590585,1.434787
469,469,18.3724,8.599389e-06,18.37239,11.90301,1.590584,1.43481
470,470,18.34294,8.595326e-06,18.34294,11.88126,1.590583,1.434833
471,471,18.31359,8.598031e-06,18.31358,11.8596,1.590582,1.434856
472,472,18.28432,8.599247e-06,18.28431,11.83801,1.590581,1.434878
473,473,18.25514,8.592558e-06,18.25514,11.81651,1.590581,1.434901
474,474,18.22606,8.599154e-06,18.22606,11.79508,1.59058,1.434923
475,475,18.19707,8.599107e-06,18.19706,11.77373,1.590579,1.434946
476,476,18.16817,8.599061e-06,18.16816,11.75245,1.590578,1.434968
477,477,18.13935,8.603337e-06,18.13935,11.73126,1.590577,1.43499
478,478,18.11063,8.600598e-06,18.11063,11.71014,1.590577,1.435012
479,479,18.082,8.597868e-06,18.082,11.6891,1.590576,1.435034
480,480,18.05346,8.598878e-06,18.05345,11.66813,1.590575,1.435056
481,481,18.025,8.598833e-06,18.025,11.64724,1.590575,1.435078
482,482,17.99664,8.598788e-06,17.99663,11.62642,1.590574,1.435099
483,483,17.96836,8.598743e-06,17.96835,11.60568,1.590573,1.435121
484,484,17.94017,8.598699e-06,17.94016,11.58501,1.590573,1.435143
485,485,17.91206,8.598655e-06,17.91206,11.56442,1.590572,1.435164
486,486,17.88404,8.59861e-06,17.88404,11.5439,1.590571,1.435186
487,487,17.85611,8.598567e-06,17.85611,11.52346,1.590571,1.435207
488,488,17.82827,8.598523e-06,17.82826,11.50308,1.59057,1.435228
489,489,17.80051,8.598479e-06,17.8005,11.48278,1.59057,1.435249
490,490,17.77283,8.605702e-06,17.77283,11.46255,1.590569,1.435271
491,491,17.74524,8.597631e-06,17.74524,11.4424,1.590569,1.435292
492,492,17.71774,8.59835e-06,17.71773,11.42231,1.590568,1.435313
493,493,17.69031,8.598307e-06,17.69031,11.40229,1.590568,1.435333
494,494,17.66298,8.598265e-06,17.66297,11.38235,1.590567,1.435354
495,495,17.63572,8.598222e-06,17.63572,11.36248,1.590567,1.435375
496,496,17.60855,8.59818e-06,17.60854,11.34267,1.590566,1.435396
497,497,17.58146,8.594858e-06,17.58145,11.32294,1.590566,1.435416
498,498,17.55445,8.592189e-06,17.55445,11.30327,1.590565,1.435437
499,499,17.52752,8.598055e-06,17.52752,11.28367,1.590565,1.435457
500,500,17.50068,8.594808e-06,17.50067,11.26414,1.590565,1.435477
501,501,17.47391,8.594792e-06,17.47391,11.24468,1.590564,1.435498
502,502,17.44723,8.597931e-06,17.44723,11.22529,1.590564,1.435518
503,503,17.42063,8.59789e-06,17.42062,11.20596,1.590564,1.435538
504,504,17.3941,8.597385e-06,17.3941,11.1867,1.590563,1.435558
505,505,17.36766,8.597809e-06,17.36765,11.16751,1.590563,1.435578
506,506,17.34129,8.597769e-06,17.34129,11.14838,1.590563,1.435598
507,507,17.31501,8.597729e-06,17.315,11.12932,1.590562,1.435618
508,508,17.2888,8.597689e-06,17.2888,11.11033,1.590562,1.435638
509,509,17.26267,8.597649e-06,17.26267,11.0914,1.590562,1.435657
510,510,17.23662,8.594647e-06,17.23661,11.07254,1.590562,1.435677
511,511,17.21064,8.599884e-06,17.21064,11.05374,1.590561,1.435697
512,512,17.18475,8.597531e-06,17.18474,11.035,1.590561,1.435716
513,513,17.15893,8.599843e-06,17.15892,11.01633,1.590561,1.435736
514,514,17.13318,8.594584e-06,17.13318,10.99772,1.590561,1.435755
515,515,17.10751,8.597414e-06,17.10751,10.97918,1.590561,1.435774
516,516,17.08192,8.597376e-06,17.08192,10.9607,1.59056,1.435793
517,517,17.05641,8.597337e-06,17.0564,10.94228,1.59056,1.435813
518,518,17.03096,8.597299e-06,17.03096,10.92392,1.59056,1.435832
519,519,17.0056,8.597261e-06,17.00559,10.90563,1.59056,1.435851
520,520,16.9803,8.597094e-06,16.9803,10.88739,1.59056,1.43587
521,521,16.95509,8.597185e-06,16.95508,10.86922,1.59056,1.435888
522,522,16.92994,8.597148e-06,16.92994,10.85111,1.59056,1.435907
523,523,16.90487,8.59711e-06,16.90487,10.83306,1.590559,1.435926
524,524,16.87987,8.597073e-06,16.87987,10.81507,1.590559,1.435945
525,525,16.85495,8.594415e-06,16.85494,10.79715,1.590559,1.435963
526,526,16.8301,8.5944e-06,16.83009,10.77928,1.590559,1.435982
527,527,16.80532,8.596963e-06,16.80531,10.76147,1.590559,1.436
528,528,16.78061,8.596926e-06,16.7806,10.74372,1.590559,1.436019
529,529,16.75597,8.596889e-06,16.75597,10.72603,1.590559,1.436037
530,530,16.7314,8.596853e-06,16.7314,10.7084,1.590559,1.436056
531,531,16.70691,8.596817e-06,16.70691,10.69082,1.590559,1.436074
532,532,16.68249,8.596781e-06,16.68248,10.67331,1.590559,1.436092
533,533,16.65813,8.596745e-06,16.65813,10.65585,1.590559,1.43611
534,534,16.63385,8.59671e-06,16.63385,10.63845,1.590559,1.436128
535,535,16.60964,8.596674e-06,16.60963,10.62111,1.590559,1.436146
536,536,16.58549,8.596639e-06,16.58549,10.60382,1.590559,1.436164
537,537,16.56142,8.596604e-06,16.56141,10.5866,1.590559,1.436182
538,538,16.53741,8.594223e-06,16.53741,10.56942,1.590559,1.4362
539,539,16.51348,8.596534e-06,16.51347,10.55231,1.590559,1.436218
540,540,16.48961,8.596749e-06,16.4896,10.53525,1.59056,1.436235
541,541,16.46581,8.596464e-06,16.4658,10.51824,1.59056,1.436253
542,542,16.44207,8.59643e-06,16.44207,10.5013,1.59056,1.436271
543,543,16.41841,8.596396e-06,16.4184,10.4844,1.59056,1.436288
544,544,16.39481,8.591594e-06,16.39481,10.46756,1.59056,1.436305
545,545,16.37128,8.596665e-06,16.37127,10.45078,1.59056,1.436323
546,546,16.34781,8.594108e-06,16.34781,10.43405,1.59056,1.43634
547,547,16.32441,8.59626e-06,16.32441,10.41737,1.59056,1.436358
548,548,16.30108,8.596226e-06,16.30108,10.40075,1.590561,1.436375
549,549,16.27781,8.596193e-06,16.27781,10.38419,1.590561,1.436392
550,550,16.25461,8.596159e-06,16.25461,10.36767,1.590561,1.436409
551,551,16.23148,8.599099e-06,16.23147,10.35121,1.590561,1.436426
552,552,16.20841,8.596551e-06,16.2084,10.3348,1.590561,1.436443
553,553,16.1854,8.596535e-06,16.1854,10.31844,1.590561,1.43646
554,554,16.16246,8.596028e-06,16.16246,10.30214,1.590562,1.436477
555,555,16.13958,8.595995e-06,16.13958,10.28589,1.590562,1.436494
556,556,16.11677,8.595962e-06,16.11676,10.26969,1.590562,1.436511
557,557,16.09402,8.59647e-06,16.09401,10.25354,1.590562,1.436527
558,558,16.07133,8.596454e-06,16.07133,10.23744,1.590563,1.436544
559,559,16.04871,8.598952e-06,16.0487,10.2214,1.590563,1.436561
560,560,16.02615,8.595834e-06,16.02614,10.2054,1.590563,1.436577
561,561,16.00365,8.595802e-06,16.00364,10.18946,1.590563,1.436594
562,562,15.98121,8.59577e-06,15.98121,10.17356,1.590564,1.43661
563,563,15.95884,8.595739e-06,15.95883,10.15772,1.590564,1.436626
564,564,15.93653,8.601367e-06,15.93652,10.14193,1.590564,1.436643
565,565,15.91428,8.596343e-06,15.91427,10.12618,1.590565,1.436659
566,566,15.89209,8.595645e-06,15.89208,10.11049,1.590565,1.436675
567,567,15.86996,8.595614e-06,15.86996,10.09484,1.590565,1.436692
568,568,15.84789,8.595583e-06,15.84789,10.07924,1.590565,1.436708
569,569,15.82589,8.595552e-06,15.82588,10.0637,1.590566,1.436724
570,570,15.80394,8.595521e-06,15.80394,10.0482,1.590566,1.43674
571,571,15.78205,8.595491e-06,15.78205,10.03275,1.590566,1.436756
572,572,15.76023,8.596235e-06,15.76022,10.01734,1.590567,1.436772
573,573,15.73846,8.596219e-06,15.73846,10.00199,1.590567,1.436788
574,574,15.71675,8.5954e-06,15.71675,9.986681,1.590568,1.436803
575,575,15.6951,8.59537e-06,15.6951,9.971421,1.590568,1.436819
576,576,15.67352,8.59534e-06,15.67351,9.956209,1.590568,1.436835
577,577,15.65198,8.591222e-06,15.65198,9.941043,1.590569,1.436851
578,578,15.63051,8.596143e-06,15.63051,9.925924,1.590569,1.436866
579,579,15.6091,8.595251e-06,15.60909,9.910852,1.590569,1.436882
580,580,15.58774,8.595221e-06,15.58774,9.895826,1.59057,1.436897
581,581,15.56644,8.595192e-06,15.56644,9.880847,1.59057,1.436913
582,582,15.5452,8.595163e-06,15.5452,9.865913,1.590571,1.436928
583,583,15.52402,8.595134e-06,15.52402,9.851025,1.590571,1.436944
584,584,15.50289,8.596053e-06,15.50289,9.836183,1.590571,1.436959
585,585,15.48182,8.596038e-06,15.48182,9.821385,1.590572,1.436974
586,586,15.46081,8.595047e-06,15.46081,9.806633,1.590572,1.436989
587,587,15.43985,8.593561e-06,15.43985,9.791926,1.590573,1.437005
588,588,15.41895,8.595994e-06,15.41895,9.777264,1.590573,1.43702
589,589,15.39811,8.594962e-06,15.3981,9.762646,1.590574,1.437035
590,590,15.37732,8.594933e-06,15.37731,9.748073,1.590574,1.43705
591,591,15.35658,8.59595e-06,15.35658,9.733543,1.590575,1.437065
592,592,15.3359,8.595935e-06,15.3359,9.719058,1.590575,1.43708
593,593,15.31528,8.594849e-06,15.31528,9.704616,1.590576,1.437095
594,594,15.29471,8.594821e-06,15.29471,9.690218,1.590576,1.43711
595,595,15.2742,8.591035e-06,15.27419,9.675863,1.590577,1.437124
596,596,15.25374,8.594766e-06,15.25373,9.661551,1.590577,1.437139
597,597,15.23333,8.594738e-06,15.23333,9.647283,1.590578,1.437154
598,598,15.21298,8.595848e-06,15.21298,9.633057,1.590578,1.437169
599,599,15.19268,8.594684e-06,15.19268,9.618873,1.590579,1.437183
600,600,15.17244,8.595819e-06,15.17243,9.604732,1.590579,1.437198
601,601,15.15225,8.594629e-06,15.15224,9.590633,1.59058,1.437212
602,602,15.13211,8.594602e-06,15.1321,9.576577,1.59058,1.437227
603,603,15.11202,8.594575e-06,15.11202,9.562562,1.590581,1.437241
604,604,15.09199,8.594549e-06,15.09199,9.548588,1.590581,1.437256
605,605,15.07201,8.594522e-06,15.07201,9.534657,1.590582,1.43727
606,606,15.05208,8.594495e-06,15.05208,9.520766,1.590582,1.437284
607,607,15.03221,8.590917e-06,15.0322,9.506917,1.590583,1.437299
608,608,15.01238,8.594443e-06,15.01238,9.493108,1.590583,1.437313
609,609,14.99261,8.594416e-06,14.99261,9.47934,1.590584,1.437327
610,610,14.97289,8.59439e-06,14.97289,9.465613,1.590585,1.437341
611,611,14.95322,8.594364e-06,14.95322,9.451926,1.590585,1.437355
612,612,14.9336,8.593258e-06,14.9336,9.43828,1.590586,1.437369
613,613,14.91404,8.594312e-06,14.91403,9.424673,1.590586,1.437383
614,614,14.89452,8.598014e-06,14.89452,9.411106,1.590587,1.437397
615,615,14.87505,8.594261e-06,14.87505,9.397579,1.590587,1.437411
616,616,14.85564,8.594235e-06,14.85563,9.384092,1.590588,1.437425
617,617,14.83627,8.59421e-06,14.83627,9.370644,1.590589,1.437439
618,618,14.81696,8.594184e-06,14.81695,9.357235,1.590589,1.437453
619,619,14.79769,8.593177e-06,14.79769,9.343865,1.59059,1.437467
620,620,14.77847,8.597918e-06,14.77847,9.330534,1.59059,1.43748
621,621,14.75931,8.594109e-06,14.7593,9.317241,1.590591,1.437494
622,622,14.74019,8.594084e-06,14.74018,9.303988,1.590592,1.437508
623,623,14.72112,8.594059e-06,14.72111,9.290772,1.590592,1.437521
624,624,14.7021,8.594034e-06,14.70209,9.277595,1.590593,1.437535
625,625,14.68313,8.595473e-06,14.68312,9.264455,1.590594,1.437548
626,626,14.6642,8.595459e-06,14.6642,9.251354,1.590594,1.437562
627,627,14.64533,8.593086e-06,14.64532,9.23829,1.590595,1.437575
628,628,14.6265,8.593936e-06,14.6265,9.225264,1.590596,1.437589
629,629,14.60772,8.593912e-06,14.60772,9.212275,1.590596,1.437602
630,630,14.58899,8.593887e-06,14.58899,9.199324,1.590597,1.437615
631,631,14.57031,8.593041e-06,14.5703,9.186409,1.590598,1.437629
632,632,14.55167,8.59303e-06,14.55167,9.173531,1.590598,1.437642
633,633,14.53308,8.595366e-06,14.53308,9.160691,1.590599,1.437655
634,634,14.51454,8.595353e-06,14.51453,9.147886,1.590599,1.437668
635,635,14.49604,8.593768e-06,14.49604,9.135119,1.5906,1.437681
636,636,14.47759,8.593744e-06,14.47759,9.122387,1.590601,1.437695
637,637,14.45919,8.59372e-06,14.45919,9.109692,1.590602,1.437708
638,638,14.44083,8.590629e-06,14.44083,9.097032,1.590602,1.437721
639,639,14.42252,8.592953e-06,14.42252,9.084409,1.590603,1.437734
640,640,14.40426,8.59365e-06,14.40426,9.071821,1.590604,1.437747
641,641,14.38604,8.593627e-06,14.38604,9.059269,1.590604,1.437759
642,642,14.36787,8.593604e-06,14.36786,9.046752,1.590605,1.437772
643,643,14.34974,8.59358e-06,14.34974,9.03427,1.590606,1.437785
644,644,14.33166,8.593557e-06,14.33165,9.021824,1.590606,1.437798
645,645,14.31362,8.597535e-06,14.31362,9.009412,1.590607,1.437811
646,646,14.29563,8.593512e-06,14.29562,8.997035,1.590608,1.437823
647,647,14.27768,8.593489e-06,14.27768,8.984693,1.590609,1.437836
648,648,14.25978,8.593466e-06,14.25977,8.972385,1.590609,1.437849
649,649,14.24192,8.593444e-06,14.24192,8.960112,1.59061,1.437861
650,650,14.22411,8.593421e-06,14.2241,8.947873,1.590611,1.437874
651,651,14.20634,8.595134e-06,14.20633,8.935668,1.590611,1.437886
652,652,14.18861,8.597432e-06,14.18861,8.923497,1.590612,1.437899
653,653,14.17093,8.593354e-06,14.17092,8.91136,1.590613,1.437911
654,654,14.15329,8.593332e-06,14.15328,8.899257,1.590614,1.437924
655,655,14.13569,8.59331e-06,14.13569,8.887187,1.590614,1.437936
656,656,14.11814,8.593288e-06,14.11814,8.87515,1.590615,1.437949
657,657,14.10063,8.593266e-06,14.10063,8.863147,1.590616,1.437961
658,658,14.08317,8.599646e-06,14.08316,8.851177,1.590617,1.437973
659,659,14.06574,8.595034e-06,14.06574,8.83924,1.590617,1.437986
660,660,14.04836,8.593201e-06,14.04836,8.827336,1.590618,1.437998
661,661,14.03102,8.593179e-06,14.03102,8.815464,1.590619,1.43801
662,662,14.01373,8.592709e-06,14.01372,8.803626,1.59062,1.438022
663,663,13.99648,8.593136e-06,13.99647,8.791819,1.59062,1.438034
664,664,13.97926,8.593115e-06,13.97926,8.780045,1.590621,1.438046
665,665,13.96209,8.593094e-06,13.96209,8.768303,1.590622,1.438058
666,666,13.94497,8.59723e-06,13.94496,8.756593,1.590623,1.43807
667,667,13.92788,8.593051e-06,13.92788,8.744915,1.590623,1.438082
668,668,13.91084,8.597202e-06,13.91083,8.733269,1.590624,1.438094
669,669,13.89383,8.593009e-06,13.89383,8.721655,1.590625,1.438106
670,670,13.87687,8.592988e-06,13.87687,8.710072,1.590626,1.438118
671,671,13.85995,8.592617e-06,13.85995,8.698521,1.590626,1.43813
672,672,13.84307,8.594875e-06,13.84307,8.687001,1.590627,1.438142
673,673,13.82623,8.592926e-06,13.82623,8.675512,1.590628,1.438154
674,674,13.80943,8.594851e-06,13.80943,8.664054,1.590629,1.438165
675,675,13.79267,8.592577e-06,13.79267,8.652627,1.59063,1.438177
676,676,13.77595,8.592567e-06,13.77595,8.641231,1.59063,1.438189
677,677,13.75928,8.592844e-06,13.75927,8.629866,1.590631,1.4382
678,678,13.74264,8.592824e-06,13.74263,8.618531,1.590632,1.438212
679,679,13.72604,8.592803e-06,13.72603,8.607227,1.590633,1.438224
680,680,13.70948,8.592783e-06,13.70948,8.595953,1.590634,1.438235
681,681,13.69296,8.592763e-06,13.69296,8.584709,1.590634,1.438247
682,682,13.67648,8.592743e-06,13.67648,8.573496,1.590635,1.438258
683,683,13.66004,8.592723e-06,13.66004,8.562312,1.590636,1.43827
684,684,13.64364,8.592703e-06,13.64364,8.551158,1.590637,1.438281
685,685,13.62728,8.592683e-06,13.62727,8.540034,1.590638,1.438293
686,686,13.61095,8.592663e-06,13.61095,8.528939,1.590638,1.438304
687,687,13.59467,8.594698e-06,13.59466,8.517874,1.590639,1.438315
688,688,13.57842,8.592624e-06,13.57842,8.506839,1.59064,1.438327
689,689,13.56222,8.592605e-06,13.56221,8.495832,1.590641,1.438338
690,690,13.54605,8.592585e-06,13.54604,8.484855,1.590642,1.438349
691,691,13.52991,8.592566e-06,13.52991,8.473907,1.590643,1.43836
692,692,13.51382,8.592546e-06,13.51382,8.462988,1.590643,1.438371
693,693,13.49777,8.592527e-06,13.49776,8.452097,1.590644,1.438383
694,694,13.48175,8.592508e-06,13.48175,8.441236,1.590645,1.438394
695,695,13.46577,8.594605e-06,13.46577,8.430402,1.590646,1.438405
696,696,13.44983,8.59247e-06,13.44982,8.419598,1.590647,1.438416
697,697,13.43392,8.592451e-06,13.43392,8.408822,1.590648,1.438427
698,698,13.41805,8.592432e-06,13.41805,8.398074,1.590648,1.438438
699,699,13.40222,8.590131e-06,13.40222,8.387354,1.590649,1.438449
700,700,13.38643,8.590124e-06,13.38643,8.376662,1.59065,1.43846
701,701,13.37067,8.594537e-06,13.37067,8.365998,1.590651,1.438471
702,702,13.35495,8.592357e-06,13.35495,8.355362,1.590652,1.438482
703,703,13.33927,8.592338e-06,13.33927,8.344754,1.590653,1.438493
704,704,13.32362,8.592319e-06,13.32362,8.334173,1.590653,1.438503
705,705,13.30801,8.592288e-06,13.30801,8.32362,1.590654,1.438514
706,706,13.29244,8.592279e-06,13.29244,8.313094,1.590655,1.438525
707,707,13.2769,8.59447e-06,13.2769,8.302596,1.590656,1.438536
708,708,13.2614,8.594459e-06,13.2614,8.292125,1.590657,1.438547
709,709,13.24593,8.592228e-06,13.24593,8.28168,1.590658,1.438557
710,710,13.2305,8.592209e-06,13.2305,8.271263,1.590659,1.438568
711,711,13.21511,8.590042e-06,13.21511,8.260873,1.590659,1.438579
712,712,13.19975,8.592224e-06,13.19975,8.25051,1.59066,1.438589
713,713,13.18443,8.594404e-06,13.18442,8.240173,1.590661,1.4386
714,714,13.16914,8.592206e-06,13.16913,8.229863,1.590662,1.43861
715,715,13.15388,8.592119e-06,13.15388,8.219579,1.590663,1.438621
716,716,13.13867,8.592102e-06,13.13866,8.209321,1.590664,1.438631
717,717,13.12348,8.592084e-06,13.12348,8.19909,1.590665,1.438642
718,718,13.10833,8.592066e-06,13.10833,8.188885,1.590665,1.438652
719,719,13.09322,8.592049e-06,13.09322,8.178707,1.590666,1.438663
720,720,13.07814,8.592031e-06,13.07814,8.168554,1.590667,1.438673
721,721,13.06309,8.592014e-06,13.06309,8.158427,1.590668,1.438683
722,722,13.04808,8.591996e-06,13.04808,8.148326,1.590669,1.438694
723,723,13.03311,8.591979e-06,13.0331,8.13825,1.59067,1.438704
724,724,13.01816,8.591961e-06,13.01816,8.1282,1.590671,1.438714
725,725,13.00326,8.594274e-06,13.00325,8.118176,1.590672,1.438725
726,726,12.98838,8.592098e-06,12.98838,8.108177,1.590672,1.438735
727,727,12.97354,8.59191e-06,12.97354,8.098203,1.590673,1.438745
728,728,12.95873,8.591893e-06,12.95873,8.088255,1.590674,1.438755
729,729,12.94396,8.591876e-06,12.94396,8.078332,1.590675,1.438765
730,730,12.92922,8.591859e-06,12.92921,8.068434,1.590676,1.438775
731,731,12.91451,8.591842e-06,12.91451,8.05856,1.590677,1.438786
732,732,12.89984,8.591825e-06,12.89983,8.048712,1.590678,1.438796
733,733,12.8852,8.594189e-06,12.88519,8.038888,1.590679,1.438806
734,734,12.87059,8.591791e-06,12.87058,8.029089,1.59068,1.438816
735,735,12.85601,8.591774e-06,12.85601,8.019315,1.59068,1.438826
736,736,12.84147,8.596306e-06,12.84147,8.009565,1.590681,1.438836
737,737,12.82696,8.591741e-06,12.82696,7.999839,1.590682,1.438846
738,738,12.81248,8.594137e-06,12.81248,7.990138,1.590683,1.438855
739,739,12.79804,8.589846e-06,12.79803,7.980461,1.590684,1.438865
740,740,12.78363,8.591692e-06,12.78362,7.970808,1.590685,1.438875
741,741,12.76924,8.591675e-06,12.76924,7.961179,1.590686,1.438885
742,742,12.7549,8.594095e-06,12.75489,7.951574,1.590687,1.438895
743,743,12.74058,8.591951e-06,12.74058,7.941993,1.590688,1.438905
744,744,12.7263,8.591627e-06,12.72629,7.932435,1.590688,1.438914
745,745,12.71204,8.591934e-06,12.71204,7.922902,1.590689,1.438924
746,746,12.69782,8.591925e-06,12.69782,7.913392,1.59069,1.438934
747,747,12.68363,8.591578e-06,12.68363,7.903905,1.590691,1.438944
748,748,12.66947,8.591908e-06,12.66947,7.894442,1.590692,1.438953
749,749,12.65535,8.594023e-06,12.65534,7.885002,1.590693,1.438963
750,750,12.64125,8.59153e-06,12.64125,7.875586,1.590694,1.438973
751,751,12.62719,8.591515e-06,12.62718,7.866192,1.590695,1.438982
752,752,12.61315,8.591499e-06,12.61315,7.856822,1.590696,1.438992
753,753,12.59915,8.591483e-06,12.59915,7.847475,1.590697,1.439001
